2099.txt.ptree,0,5,0..10,absolutely
2099.txt.ptree,0,7,11..20,brilliant
2099.txt.ptree,0,9,20..21,.
2099.txt.ptree,1,5,22..30,although
2099.txt.ptree,1,9,31..41,admittedly
2099.txt.ptree,1,11,41..42,COMMA
2099.txt.ptree,1,14,43..44,i
2099.txt.ptree,1,17,45..49,have
2099.txt.ptree,1,21,50..51,a
2099.txt.ptree,1,23,52..56,soft
2099.txt.ptree,1,25,57..61,spot
2099.txt.ptree,1,28,62..65,for
2099.txt.ptree,1,31,66..68,hg
2099.txt.ptree,1,33,69..71,ss
2099.txt.ptree,1,35,72..80,pairings
2099.txt.ptree,1,37,80..81,COMMA
2099.txt.ptree,1,40,82..85,all
2099.txt.ptree,1,42,86..89,too
2099.txt.ptree,1,44,90..95,often
2099.txt.ptree,1,47,96..100,they
2099.txt.ptree,1,50,101..107,depict
2099.txt.ptree,1,54,108..114,snapes
2099.txt.ptree,1,56,115..118,and
2099.txt.ptree,1,58,119..128,hermiones
2099.txt.ptree,1,62,129..133,that
2099.txt.ptree,1,66,134..137,are
2099.txt.ptree,1,69,138..150,disturbingly
2099.txt.ptree,1,71,151..154,out
2099.txt.ptree,1,74,155..157,of
2099.txt.ptree,1,77,158..167,character
2099.txt.ptree,1,79,167..168,.
