523.txt.ptree,0,5,0..2,in
523.txt.ptree,0,7,3..8,order
523.txt.ptree,0,11,9..11,to
523.txt.ptree,0,14,12..21,enumerate
523.txt.ptree,0,18,22..25,the
523.txt.ptree,0,20,26..32,column
523.txt.ptree,0,23,33..35,of
523.txt.ptree,0,26,36..37,a
523.txt.ptree,0,28,38..46,database
523.txt.ptree,0,30,47..52,table
523.txt.ptree,0,32,52..53,COMMA
523.txt.ptree,0,35,54..56,it
523.txt.ptree,0,38,57..59,is
523.txt.ptree,0,41,60..68,possible
523.txt.ptree,0,45,69..71,to
523.txt.ptree,0,48,72..75,use
523.txt.ptree,0,52,76..77,a
523.txt.ptree,0,54,78..84,common
523.txt.ptree,0,56,85..90,error
523.txt.ptree,0,59,91..96,based
523.txt.ptree,0,62,97..106,technique
523.txt.ptree,0,64,106..107,.
523.txt.ptree,1,5,108..110,in
523.txt.ptree,1,8,111..116,short
523.txt.ptree,1,11,117..119,we
523.txt.ptree,1,14,120..123,can
523.txt.ptree,1,17,124..130,obtain
523.txt.ptree,1,20,131..134,the
523.txt.ptree,1,22,135..145,attributes
523.txt.ptree,1,24,146..150,name
523.txt.ptree,1,27,151..153,by
523.txt.ptree,1,32,154..163,analyzing
523.txt.ptree,1,35,164..169,error
523.txt.ptree,1,37,170..178,messages
523.txt.ptree,1,39,179..182,and
523.txt.ptree,1,42,183..192,repeating
523.txt.ptree,1,45,193..196,the
523.txt.ptree,1,47,197..202,query
523.txt.ptree,1,50,203..207,with
523.txt.ptree,1,53,208..217,different
523.txt.ptree,1,55,218..227,selectors
523.txt.ptree,1,57,227..228,.
