1607.txt.ptree,0,5,0..7,however
1607.txt.ptree,0,10,8..11,the
1607.txt.ptree,0,12,12..22,excitement
1607.txt.ptree,0,15,23..25,of
1607.txt.ptree,0,18,26..29,the
1607.txt.ptree,0,20,30..39,situation
1607.txt.ptree,0,23,40..48,overcame
1607.txt.ptree,0,26,49..52,the
1607.txt.ptree,0,28,53..62,professor
1607.txt.ptree,0,30,63..66,and
1607.txt.ptree,0,34,67..69,he
1607.txt.ptree,0,37,70..74,took
1607.txt.ptree,0,40,75..78,the
1607.txt.ptree,0,42,79..84,stone
1607.txt.ptree,0,45,85..90,while
1607.txt.ptree,0,49,91..94,the
1607.txt.ptree,0,51,95..101,others
1607.txt.ptree,0,54,102..108,werent
1607.txt.ptree,0,58,109..116,looking
1607.txt.ptree,0,60,116..117,.
1607.txt.ptree,1,5,118..125,because
1607.txt.ptree,1,7,126..128,of
1607.txt.ptree,1,10,129..133,this
1607.txt.ptree,1,13,134..138,they
1607.txt.ptree,1,16,139..143,were
1607.txt.ptree,1,19,144..150,driven
1607.txt.ptree,1,22,151..153,to
1607.txt.ptree,1,26,154..157,the
1607.txt.ptree,1,28,158..165,deepest
1607.txt.ptree,1,30,166..170,part
1607.txt.ptree,1,33,171..173,of
1607.txt.ptree,1,36,174..177,the
1607.txt.ptree,1,38,178..183,ruins
1607.txt.ptree,1,41,184..186,by
1607.txt.ptree,1,45,187..197,cofagrigus
1607.txt.ptree,1,49,198..203,which
1607.txt.ptree,1,53,204..207,was
1607.txt.ptree,1,57,208..212,just
1607.txt.ptree,1,59,213..217,what
1607.txt.ptree,1,63,218..220,he
1607.txt.ptree,1,66,221..224,had
1607.txt.ptree,1,69,225..230,hoped
1607.txt.ptree,1,72,231..234,for
1607.txt.ptree,1,74,234..235,.
