1098.txt.ptree,0,5,0..9,certainly
1098.txt.ptree,0,7,9..10,COMMA
1098.txt.ptree,0,10,11..14,the
1098.txt.ptree,0,12,15..21,woeful
1098.txt.ptree,0,14,22..32,recidivism
1098.txt.ptree,0,16,33..40,numbers
1098.txt.ptree,0,19,41..47,should
1098.txt.ptree,0,22,48..52,take
1098.txt.ptree,0,25,53..67,indiscriminate
1098.txt.ptree,0,27,67..68,COMMA
1098.txt.ptree,0,29,69..73,mass
1098.txt.ptree,0,31,74..82,releases
1098.txt.ptree,0,34,83..86,off
1098.txt.ptree,0,37,87..90,the
1098.txt.ptree,0,39,91..96,table
1098.txt.ptree,0,41,96..97,.
1098.txt.ptree,1,5,98..100,on
1098.txt.ptree,1,8,101..104,the
1098.txt.ptree,1,10,105..110,other
1098.txt.ptree,1,12,111..115,hand
1098.txt.ptree,1,15,116..117,i
1098.txt.ptree,1,18,118..123,think
1098.txt.ptree,1,23,124..126,it
1098.txt.ptree,1,26,127..129,is
1098.txt.ptree,1,29,130..138,possible
1098.txt.ptree,1,33,139..141,to
1098.txt.ptree,1,36,142..151,overstate
1098.txt.ptree,1,40,152..155,the
1098.txt.ptree,1,42,156..168,significance
1098.txt.ptree,1,45,169..171,of
1098.txt.ptree,1,48,172..180,national
1098.txt.ptree,1,50,181..189,rearrest
1098.txt.ptree,1,52,190..195,rates
1098.txt.ptree,1,55,196..199,for
1098.txt.ptree,1,58,200..210,sentencing
1098.txt.ptree,1,60,211..214,and
1098.txt.ptree,1,62,215..226,corrections
1098.txt.ptree,1,64,227..233,policy
1098.txt.ptree,1,66,233..234,.
