2006.txt.ptree,0,6,0..3,the
2006.txt.ptree,0,10,4..11,smaller
2006.txt.ptree,0,12,12..15,and
2006.txt.ptree,0,15,16..20,more
2006.txt.ptree,0,17,21..28,obscure
2006.txt.ptree,0,19,29..36,animals
2006.txt.ptree,0,21,37..40,and
2006.txt.ptree,0,24,41..46,birds
2006.txt.ptree,0,27,47..56,fascinate
2006.txt.ptree,0,30,57..60,her
2006.txt.ptree,0,32,60..61,.
2006.txt.ptree,1,5,62..74,particularly
2006.txt.ptree,1,7,75..77,as
2006.txt.ptree,1,11,78..81,her
2006.txt.ptree,1,13,82..90,nickname
2006.txt.ptree,1,16,91..99,suggests
2006.txt.ptree,1,18,99..100,COMMA
2006.txt.ptree,1,21,101..106,those
2006.txt.ptree,1,23,107..116,endearing
2006.txt.ptree,1,26,117..127,prosimians
2006.txt.ptree,1,29,128..131,the
2006.txt.ptree,1,31,132..138,lemurs
2006.txt.ptree,1,33,138..139,.
