2784.txt.ptree,0,5,0..3,the
2784.txt.ptree,0,7,4..7,two
2784.txt.ptree,0,9,8..14,plants
2784.txt.ptree,0,12,15..19,were
2784.txt.ptree,0,16,20..29,initially
2784.txt.ptree,0,18,30..33,fed
2784.txt.ptree,0,21,34..38,with
2784.txt.ptree,0,25,39..48,synthetic
2784.txt.ptree,0,27,49..59,wastewater
2784.txt.ptree,0,30,60..73,characterised
2784.txt.ptree,0,33,74..76,by
2784.txt.ptree,0,36,77..79,an
2784.txt.ptree,0,38,80..90,increasing
2784.txt.ptree,0,40,91..99,salinity
2784.txt.ptree,0,42,99..100,COMMA
2784.txt.ptree,0,45,101..103,in
2784.txt.ptree,0,47,104..109,order
2784.txt.ptree,0,51,110..112,to
2784.txt.ptree,0,54,113..120,enhance
2784.txt.ptree,0,57,121..128,biomass
2784.txt.ptree,0,59,129..140,acclimation
2784.txt.ptree,0,62,141..143,to
2784.txt.ptree,0,65,144..152,salinity
2784.txt.ptree,0,67,152..153,.
2784.txt.ptree,1,5,154..166,subsequently
2784.txt.ptree,1,8,167..171,they
2784.txt.ptree,1,11,172..176,were
2784.txt.ptree,1,14,177..180,fed
2784.txt.ptree,1,17,181..185,with
2784.txt.ptree,1,21,186..187,a
2784.txt.ptree,1,23,188..195,mixture
2784.txt.ptree,1,26,196..198,of
2784.txt.ptree,1,29,199..208,synthetic
2784.txt.ptree,1,31,209..219,wastewater
2784.txt.ptree,1,33,220..223,and
2784.txt.ptree,1,35,224..228,real
2784.txt.ptree,1,37,229..238,shipboard
2784.txt.ptree,1,39,239..244,slops
2784.txt.ptree,1,41,244..245,.
