1626.txt.ptree,0,5,0..11,researchers
1626.txt.ptree,0,8,12..19,believe
1626.txt.ptree,0,13,20..27,anxious
1626.txt.ptree,0,15,28..36,solitary
1626.txt.ptree,0,17,37..45,children
1626.txt.ptree,0,20,46..50,have
1626.txt.ptree,0,24,51..52,a
1626.txt.ptree,0,26,53..62,difficult
1626.txt.ptree,0,28,63..67,time
1626.txt.ptree,0,31,68..70,in
1626.txt.ptree,0,35,71..78,forming
1626.txt.ptree,0,37,79..82,and
1626.txt.ptree,0,39,83..94,maintaining
1626.txt.ptree,0,43,95..106,friendships
1626.txt.ptree,0,46,107..116,primarily
1626.txt.ptree,0,48,117..124,because
1626.txt.ptree,0,50,125..127,of
1626.txt.ptree,0,53,128..133,their
1626.txt.ptree,0,55,134..141,anxiety
1626.txt.ptree,0,57,141..142,.
1626.txt.ptree,1,5,143..145,in
1626.txt.ptree,1,8,146..154,contrast
1626.txt.ptree,1,11,155..165,unsociable
1626.txt.ptree,1,13,166..172,youths
1626.txt.ptree,1,16,173..177,tend
1626.txt.ptree,1,21,178..180,to
1626.txt.ptree,1,24,181..185,have
1626.txt.ptree,1,27,186..190,more
1626.txt.ptree,1,29,191..198,friends
1626.txt.ptree,1,31,199..202,and
1626.txt.ptree,1,34,203..205,to
1626.txt.ptree,1,37,206..214,maintain
1626.txt.ptree,1,40,215..220,those
1626.txt.ptree,1,42,221..225,ties
1626.txt.ptree,1,45,226..230,over
1626.txt.ptree,1,48,231..235,time
1626.txt.ptree,1,50,235..236,.
