3544.txt.ptree,0,7,0..4,only
3544.txt.ptree,0,9,5..6,a
3544.txt.ptree,0,11,7..14,quarter
3544.txt.ptree,0,14,15..17,of
3544.txt.ptree,0,17,18..21,the
3544.txt.ptree,0,19,22..27,young
3544.txt.ptree,0,22,28..35,survive
3544.txt.ptree,0,26,36..38,to
3544.txt.ptree,0,29,39..44,breed
3544.txt.ptree,0,32,45..48,the
3544.txt.ptree,0,34,49..58,following
3544.txt.ptree,0,36,59..63,year
3544.txt.ptree,0,38,63..64,COMMA
3544.txt.ptree,0,40,65..68,but
3544.txt.ptree,0,44,69..73,this
3544.txt.ptree,0,47,74..76,is
3544.txt.ptree,0,50,77..83,enough
3544.txt.ptree,0,54,84..86,to
3544.txt.ptree,0,57,87..95,maintain
3544.txt.ptree,0,60,96..99,the
3544.txt.ptree,0,62,100..110,population
3544.txt.ptree,0,64,110..111,.
3544.txt.ptree,1,5,112..120,likewise
3544.txt.ptree,1,9,121..125,only
3544.txt.ptree,1,11,126..127,a
3544.txt.ptree,1,13,128..135,quarter
3544.txt.ptree,1,16,136..138,of
3544.txt.ptree,1,19,139..144,adult
3544.txt.ptree,1,21,145..150,birds
3544.txt.ptree,1,24,151..158,survive
3544.txt.ptree,1,27,159..163,from
3544.txt.ptree,1,31,164..167,one
3544.txt.ptree,1,33,168..176,breeding
3544.txt.ptree,1,35,177..183,season
3544.txt.ptree,1,38,184..186,to
3544.txt.ptree,1,41,187..190,the
3544.txt.ptree,1,43,191..195,next
3544.txt.ptree,1,45,195..196,.
