2482.txt.ptree,0,5,0..1,a
2482.txt.ptree,0,7,2..10,creddier
2482.txt.ptree,0,10,11..14,was
2482.txt.ptree,0,14,15..16,a
2482.txt.ptree,0,16,17..23,person
2482.txt.ptree,0,19,24..30,seeing
2482.txt.ptree,0,24,31..36,carly
2482.txt.ptree,0,26,37..41,shay
2482.txt.ptree,0,28,42..45,and
2482.txt.ptree,0,30,46..54,fredward
2482.txt.ptree,0,32,55..61,benson
2482.txt.ptree,0,35,62..70,involved
2482.txt.ptree,0,38,71..73,as
2482.txt.ptree,0,42,74..78,more
2482.txt.ptree,0,44,79..83,than
2482.txt.ptree,0,46,84..88,just
2482.txt.ptree,0,48,89..96,friends
2482.txt.ptree,0,50,96..97,.
2482.txt.ptree,1,5,98..106,likewise
2482.txt.ptree,1,8,107..108,a
2482.txt.ptree,1,10,109..116,seddier
2482.txt.ptree,1,13,117..120,was
2482.txt.ptree,1,17,121..124,one
2482.txt.ptree,1,20,125..131,saying
2482.txt.ptree,1,23,132..135,the
2482.txt.ptree,1,25,136..140,same
2482.txt.ptree,1,27,141..146,thing
2482.txt.ptree,1,30,147..152,about
2482.txt.ptree,1,34,153..161,samantha
2482.txt.ptree,1,36,162..169,puckett
2482.txt.ptree,1,38,170..173,and
2482.txt.ptree,1,41,174..182,fredward
2482.txt.ptree,1,43,183..189,benson
2482.txt.ptree,1,45,189..190,.
