575.txt.ptree,0,5,0..2,in
575.txt.ptree,0,8,3..9,person
575.txt.ptree,0,11,10..11,i
575.txt.ptree,0,14,12..17,think
575.txt.ptree,0,19,18..21,the
575.txt.ptree,0,21,22..28,fellas
575.txt.ptree,0,24,29..33,have
575.txt.ptree,0,27,34..35,a
575.txt.ptree,0,29,36..42,harder
575.txt.ptree,0,31,43..47,time
575.txt.ptree,0,33,47..48,COMMA
575.txt.ptree,0,36,49..56,because
575.txt.ptree,0,40,57..61,guys
575.txt.ptree,0,43,62..66,just
575.txt.ptree,0,47,67..71,bail
575.txt.ptree,0,51,72..76,them
575.txt.ptree,0,54,77..79,up
575.txt.ptree,0,57,80..83,out
575.txt.ptree,0,59,84..92,socially
575.txt.ptree,0,61,93..96,and
575.txt.ptree,0,64,97..102,argue
575.txt.ptree,0,67,103..107,with
575.txt.ptree,0,70,108..112,them
575.txt.ptree,0,73,113..115,in
575.txt.ptree,0,77,116..121,quite
575.txt.ptree,0,79,122..123,a
575.txt.ptree,0,81,124..128,full
575.txt.ptree,0,84,129..131,on
575.txt.ptree,0,87,132..135,way
575.txt.ptree,0,89,135..136,.
575.txt.ptree,1,5,137..139,on
575.txt.ptree,1,8,140..143,the
575.txt.ptree,1,10,144..149,other
575.txt.ptree,1,12,150..154,hand
575.txt.ptree,1,15,155..156,i
575.txt.ptree,1,18,157..161,know
575.txt.ptree,1,21,162..166,that
575.txt.ptree,1,25,167..172,women
575.txt.ptree,1,28,173..176,get
575.txt.ptree,1,31,177..180,put
575.txt.ptree,1,34,181..185,down
575.txt.ptree,1,37,186..188,in
575.txt.ptree,1,40,189..195,subtle
575.txt.ptree,1,42,196..200,ways
575.txt.ptree,1,45,201..203,if
575.txt.ptree,1,49,204..207,you
575.txt.ptree,1,52,208..212,look
575.txt.ptree,1,55,213..217,good
575.txt.ptree,1,60,218..222,your
575.txt.ptree,1,62,223..235,intelligence
575.txt.ptree,1,65,236..238,is
575.txt.ptree,1,68,239..249,questioned
575.txt.ptree,1,70,249..250,.
