3282.txt.ptree,0,5,0..6,scales
3282.txt.ptree,0,8,7..10,can
3282.txt.ptree,0,11,11..13,be
3282.txt.ptree,0,15,14..20,freely
3282.txt.ptree,0,17,21..28,applied
3282.txt.ptree,0,20,29..31,to
3282.txt.ptree,0,23,32..35,any
3282.txt.ptree,0,25,36..46,instrument
3282.txt.ptree,0,27,47..54,presets
3282.txt.ptree,0,29,54..55,COMMA
3282.txt.ptree,0,33,56..64,allowing
3282.txt.ptree,0,36,65..70,users
3282.txt.ptree,0,40,71..73,to
3282.txt.ptree,0,43,74..77,mix
3282.txt.ptree,0,45,78..81,and
3282.txt.ptree,0,47,82..87,match
3282.txt.ptree,0,51,88..99,microtuning
3282.txt.ptree,0,53,100..106,scales
3282.txt.ptree,0,56,107..111,with
3282.txt.ptree,0,59,112..118,sounds
3282.txt.ptree,0,62,119..123,from
3282.txt.ptree,0,65,124..132,anywhere
3282.txt.ptree,0,67,133..139,around
3282.txt.ptree,0,69,140..143,the
3282.txt.ptree,0,71,144..149,globe
3282.txt.ptree,0,73,149..150,.
3282.txt.ptree,1,5,151..154,for
3282.txt.ptree,1,8,155..162,example
3282.txt.ptree,1,12,163..164,a
3282.txt.ptree,1,14,165..176,microtuning
3282.txt.ptree,1,16,177..182,scale
3282.txt.ptree,1,19,183..187,from
3282.txt.ptree,1,22,188..196,thailand
3282.txt.ptree,1,25,197..202,could
3282.txt.ptree,1,28,203..205,be
3282.txt.ptree,1,31,206..213,applied
3282.txt.ptree,1,34,214..216,to
3282.txt.ptree,1,37,217..218,a
3282.txt.ptree,1,39,219..225,celtic
3282.txt.ptree,1,41,226..230,harp
3282.txt.ptree,1,43,231..236,sound
3282.txt.ptree,1,46,237..241,from
3282.txt.ptree,1,49,242..249,ireland
3282.txt.ptree,1,51,249..250,.
