1243.txt.ptree,0,5,0..12,nevertheless
1243.txt.ptree,0,7,12..13,COMMA
1243.txt.ptree,0,11,14..16,he
1243.txt.ptree,0,13,17..20,and
1243.txt.ptree,0,16,21..28,another
1243.txt.ptree,0,18,29..35,doctor
1243.txt.ptree,0,21,36..44,informed
1243.txt.ptree,0,24,45..54,appellant
1243.txt.ptree,0,27,55..59,that
1243.txt.ptree,0,31,60..62,he
1243.txt.ptree,0,34,63..68,could
1243.txt.ptree,0,37,69..73,have
1243.txt.ptree,0,40,74..77,the
1243.txt.ptree,0,42,78..88,medication
1243.txt.ptree,0,45,89..93,that
1243.txt.ptree,0,49,94..96,he
1243.txt.ptree,0,52,97..104,desired
1243.txt.ptree,0,55,105..107,if
1243.txt.ptree,0,59,108..110,he
1243.txt.ptree,0,62,111..115,paid
1243.txt.ptree,0,65,116..119,for
1243.txt.ptree,0,68,120..122,it
1243.txt.ptree,0,70,122..123,.
1243.txt.ptree,1,6,124..134,thereafter
1243.txt.ptree,1,9,135..145,appellants
1243.txt.ptree,1,11,146..150,wife
1243.txt.ptree,1,15,151..156,twice
1243.txt.ptree,1,17,157..161,sent
1243.txt.ptree,1,20,162..165,him
1243.txt.ptree,1,23,166..169,the
1243.txt.ptree,1,25,170..178,medicine
1243.txt.ptree,1,27,178..179,COMMA
1243.txt.ptree,1,29,180..183,but
1243.txt.ptree,1,33,184..190,prison
1243.txt.ptree,1,35,191..202,authorities
1243.txt.ptree,1,38,203..211,returned
1243.txt.ptree,1,41,212..214,it
1243.txt.ptree,1,44,215..217,to
1243.txt.ptree,1,47,218..221,her
1243.txt.ptree,1,51,222..226,each
1243.txt.ptree,1,53,227..231,time
1243.txt.ptree,1,55,232..243,forsecurity
1243.txt.ptree,1,57,244..251,reasons
1243.txt.ptree,1,59,251..252,.
